protein_external_id	preferred_name	protein_size	annotation
7668.SPU_009823-tr	SPU_009823-tr	1772	Uncharacterized protein
7668.SPU_009824-tr	SPU_009824-tr	213	Uncharacterized protein
7668.SPU_009825-tr	SPU_009825-tr	289	Uncharacterized protein; Belongs to the cytochrome P450 family
7668.SPU_009826-tr	SPU_009826-tr	120	Uncharacterized protein
7668.SPU_009827-tr	SPU_009827-tr	411	Uncharacterized protein
7668.SPU_009828-tr	SPU_009828-tr	88	Uncharacterized protein
7668.SPU_009830-tr	LOC578946	305	Uncharacterized protein
7668.SPU_009831-tr	LOC579133	856	Uncharacterized protein
7668.SPU_009832-tr	SPU_009832-tr	830	Uncharacterized protein
7668.SPU_009833-tr	SPU_009833-tr	364	Uncharacterized protein
7668.SPU_009834-tr	SPU_009834-tr	166	Uncharacterized protein
7668.SPU_009835-tr	LOC586675	148	Uncharacterized protein
7668.SPU_009836-tr	SPU_009836-tr	217	Uncharacterized protein
7668.SPU_009837-tr	SPU_009837-tr	284	Uncharacterized protein
7668.SPU_009838-tr	LOC581430	165	Nuclear cap-binding protein subunit 2
7668.SPU_009839-tr	LOC593892	323	Uncharacterized protein
7668.SPU_009840-tr	LOC584228	120	Uncharacterized protein
7668.SPU_009841-tr	LOC586661	306	Uncharacterized protein
7668.SPU_009842-tr	SPU_009842-tr	384	Uncharacterized protein
7668.SPU_009843-tr	LOC584251	175	Uncharacterized protein
7668.SPU_009844-tr	SPU_009844-tr	148	Uncharacterized protein
7668.SPU_009845-tr	SPU_009845-tr	76	Uncharacterized protein
7668.SPU_009846-tr	SPU_009846-tr	721	Uncharacterized protein
7668.SPU_009847-tr	SPU_009847-tr	2517	Uncharacterized protein
7668.SPU_009848-tr	LOC575677	1054	Poly [ADP-ribose] polymerase
7668.SPU_009849-tr	LOC593733	438	Uncharacterized protein; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family
7668.SPU_009850-tr	SPU_009850-tr	584	Uncharacterized protein
7668.SPU_009851-tr	LOC587924	835	Uncharacterized protein
7668.SPU_009852-tr	SPU_009852-tr	205	Uncharacterized protein
7668.SPU_009853-tr	SPU_009853-tr	391	Uncharacterized protein
7668.SPU_009854-tr	LOC591417	1510	Uncharacterized protein
7668.SPU_009855-tr	SPU_009855-tr	78	Uncharacterized protein
7668.SPU_009856-tr	LOC580229	977	Uncharacterized protein
7668.SPU_009857-tr	SPU_009857-tr	403	Uncharacterized protein
7668.SPU_009858-tr	SPU_009858-tr	64	Uncharacterized protein
7668.SPU_009859-tr	SPU_009859-tr	112	Uncharacterized protein
7668.SPU_009860-tr	SPU_009860-tr	559	Uncharacterized protein
7668.SPU_009861.a-tr	SPU_009861.a-tr	1305	Uncharacterized protein
7668.SPU_009865-tr	SPU_009865-tr	206	Uncharacterized protein
7668.SPU_009866-tr	LOC578647	208	Uncharacterized protein
7668.SPU_009867-tr	klhl18	575	Uncharacterized protein
7668.SPU_009868-tr	SPU_009868-tr	559	Uncharacterized protein
7668.SPU_009869-tr	SPU_009869-tr	893	Uncharacterized protein
7668.SPU_009870-tr	LOC578087	262	Uncharacterized protein
7668.SPU_009871-tr	LOC577941	471	Uncharacterized protein
7668.SPU_009872-tr	LOC577743	356	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family
7668.SPU_009873-tr	SPU_009873-tr	825	Uncharacterized protein
7668.SPU_009874-tr	SPU_009874-tr	237	Uncharacterized protein
7668.SPU_009875-tr	SPU_009875-tr	461	Uncharacterized protein
7668.SPU_009876-tr	FoxP	885	Uncharacterized protein
7668.SPU_009877-tr	LOC757296	1356	Uncharacterized protein
7668.SPU_009878-tr	SPU_009878-tr	636	Uncharacterized protein
7668.SPU_009879-tr	SPU_009879-tr	231	Uncharacterized protein; Belongs to the BI1 family
7668.SPU_009880-tr	SPU_009880-tr	476	Uncharacterized protein
7668.SPU_009881-tr	SPU_009881-tr	704	Uncharacterized protein
7668.SPU_009882-tr	LOC578412	1685	Uncharacterized protein
7668.SPU_009883-tr	LOC578539	1980	Uncharacterized protein
7668.SPU_009884-tr	SPU_009884-tr	218	Uncharacterized protein
7668.SPU_009885-tr	SPU_009885-tr	1789	Uncharacterized protein
7668.SPU_009886-tr	SPU_009886-tr	545	Uncharacterized protein
7668.SPU_009887-tr	SPU_009887-tr	278	Uncharacterized protein
7668.SPU_009888-tr	LOC582725	154	Uncharacterized protein
7668.SPU_009889-tr	LOC582697	1519	Uncharacterized protein
7668.SPU_009890-tr	SPU_009890-tr	110	Uncharacterized protein
7668.SPU_009891-tr	nop56	665	Uncharacterized protein
7668.SPU_009892-tr	LOC590088	409	Uncharacterized protein
7668.SPU_009893-tr	SPU_009893-tr	279	Uncharacterized protein
7668.SPU_009894-tr	SPU_009894-tr	82	Uncharacterized protein
7668.SPU_009895-tr	SPU_009895-tr	470	Uncharacterized protein
7668.SPU_009896-tr	LOC586649	744	Uncharacterized protein
7668.SPU_009897-tr	SPU_009897-tr	660	Uncharacterized protein
7668.SPU_009898-tr	SPU_009898-tr	285	Uncharacterized protein
7668.SPU_009899-tr	LOC580745	363	Uncharacterized protein
7668.SPU_009900-tr	SPU_009900-tr	396	Uncharacterized protein
7668.SPU_009901-tr	LOC580260	385	Uncharacterized protein
7668.SPU_009902-tr	SPU_009902-tr	1009	Uncharacterized protein; Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family
7668.SPU_009903-tr	SPU_009903-tr	598	Uncharacterized protein
7668.SPU_009904-tr	LOC580561	567	Uncharacterized protein
7668.SPU_009905-tr	LOC757218	779	Uncharacterized protein
7668.SPU_009906-tr	SPU_009906-tr	444	Uncharacterized protein
7668.SPU_009907-tr	SPU_009907-tr	458	Uncharacterized protein
7668.SPU_009908-tr	SPU_009908-tr	102	Uncharacterized protein
7668.SPU_009909-tr	SPU_009909-tr	477	Uncharacterized protein
7668.SPU_009910-tr	SPU_009910-tr	151	Uncharacterized protein
7668.SPU_009911-tr	LOC577374	399	Uncharacterized protein
7668.SPU_009912-tr	LOC756585	473	Uncharacterized protein; Belongs to the SNF7 family
7668.SPU_009913-tr	SPU_009913-tr	1320	Uncharacterized protein
7668.SPU_009914-tr	SPU_009914-tr	105	Uncharacterized protein
7668.SPU_009915-tr	SPU_009915-tr	120	Uncharacterized protein
7668.SPU_009916-tr	SPU_009916-tr	166	Uncharacterized protein
7668.SPU_009917-tr	LOC593050	252	Uncharacterized protein
7668.SPU_009918-tr	SPU_009918-tr	384	Uncharacterized protein
7668.SPU_009919-tr	LOC593023	346	Uncharacterized protein
7668.SPU_009920-tr	SPU_009920-tr	316	Uncharacterized protein
7668.SPU_009921-tr	LOC593078	1098	Uncharacterized protein
7668.SPU_009922-tr	SPU_009922-tr	1085	Uncharacterized protein
7668.SPU_009923-tr	LOC577395	184	Uncharacterized protein
7668.SPU_009924-tr	SPU_009924-tr	375	Uncharacterized protein
7668.SPU_009925-tr	LOC583799	510	Uncharacterized protein
7668.SPU_009926-tr	SPU_009926-tr	326	Uncharacterized protein
7668.SPU_009927-tr	SPU_009927-tr	294	Metalloendopeptidase
7668.SPU_009928-tr	SPU_009928-tr	1931	Uncharacterized protein
7668.SPU_009929-tr	SPU_009929-tr	951	Phosphoinositide phospholipase C
7668.SPU_009930-tr	SPU_009930-tr	770	Uncharacterized protein
7668.SPU_009931-tr	SPU_009931-tr	30	Uncharacterized protein
7668.SPU_009932-tr	SPU_009932-tr	1038	ATP-dependent DNA helicase; Belongs to the helicase family
7668.SPU_009933-tr	SPU_009933-tr	185	Uncharacterized protein
7668.SPU_009934-tr	SPU_009934-tr	845	Uncharacterized protein
7668.SPU_009935-tr	SPU_009935-tr	382	Uncharacterized protein
7668.SPU_009936-tr	SPU_009936-tr	223	Uncharacterized protein
7668.SPU_009937-tr	SPU_009937-tr	124	Uncharacterized protein; Belongs to the histidine acid phosphatase family
7668.SPU_009938-tr	SPU_009938-tr	529	Uncharacterized protein
7668.SPU_009939-tr	SPU_009939-tr	202	Uncharacterized protein
7668.SPU_009940-tr	SPU_009940-tr	181	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7668.SPU_009941-tr	SPU_009941-tr	447	Uncharacterized protein
7668.SPU_009942-tr	LOC589895	682	Uncharacterized protein
7668.SPU_009943-tr	SPU_009943-tr	613	Uncharacterized protein
7668.SPU_009944-tr	SPU_009944-tr	102	Uncharacterized protein
7668.SPU_009945-tr	LOC588887	98	Uncharacterized protein; Belongs to the peroxisomal membrane protein PXMP2/4 family
7668.SPU_009946-tr	LOC588867	106	Uncharacterized protein
7668.SPU_009947-tr	SPU_009947-tr	662	Uncharacterized protein
7668.SPU_009948-tr	SPU_009948-tr	935	Uncharacterized protein
7668.SPU_009949-tr	SPU_009949-tr	570	Uncharacterized protein
7668.SPU_009950-tr	SPU_009950-tr	133	Uncharacterized protein
7668.SPU_009951-tr	LOC582499	147	Uncharacterized protein
7668.SPU_009952-tr	SPU_009952-tr	130	Uncharacterized protein
7668.SPU_009953-tr	SPU_009953-tr	51	Uncharacterized protein
7668.SPU_009954-tr	SPU_009954-tr	264	Uncharacterized protein
7668.SPU_009955-tr	SPU_009955-tr	1678	Uncharacterized protein
7668.SPU_009956-tr	SPU_009956-tr	124	Uncharacterized protein
7668.SPU_009957-tr	SPU_009957-tr	394	Uncharacterized protein
7668.SPU_009958-tr	SPU_009958-tr	327	Uncharacterized protein
7668.SPU_009959-tr	SPU_009959-tr	684	Uncharacterized protein
7668.SPU_009960-tr	SPU_009960-tr	686	Uncharacterized protein
7668.SPU_009961-tr	oxct1	536	Succinyl-CoA:3-ketoacid-coenzyme A transferase; Key enzyme for ketone body catabolism. Transfers the CoA moiety from succinate to acetoacetate. Formation of the enzyme-CoA intermediate proceeds via an unstable anhydride species formed between the carboxylate groups of the enzyme and substrate
7668.SPU_009962-tr	LOC594208	234	Uncharacterized protein
7668.SPU_009963-tr	SPU_009963-tr	195	Uncharacterized protein
7668.SPU_009964-tr	LOC590811	162	Uncharacterized protein
7668.SPU_009965-tr	SPU_009965-tr	319	Uncharacterized protein
7668.SPU_009966-tr	SPU_009966-tr	188	Uncharacterized protein
7668.SPU_009967-tr	SPU_009967-tr	700	Uncharacterized protein
7668.SPU_009968-tr	SPU_009968-tr	389	Uncharacterized protein
7668.SPU_009969-tr	SPU_009969-tr	317	Uncharacterized protein
7668.SPU_009971-tr	SPU_009971-tr	344	Uncharacterized protein
7668.SPU_009972-tr	SPU_009972-tr	314	Uncharacterized protein
7668.SPU_009973-tr	SPU_009973-tr	314	Uncharacterized protein
7668.SPU_009974-tr	SPU_009974-tr	329	Uncharacterized protein
7668.SPU_009975-tr	SPU_009975-tr	346	Uncharacterized protein
7668.SPU_009976-tr	SPU_009976-tr	195	Uncharacterized protein
7668.SPU_009977-tr	SPU_009977-tr	347	Uncharacterized protein
7668.SPU_009978-tr	SPU_009978-tr	663	Uncharacterized protein
7668.SPU_009979-tr	SPU_009979-tr	282	Uncharacterized protein
7668.SPU_009980-tr	SPU_009980-tr	520	Uncharacterized protein
7668.SPU_009981-tr	SPU_009981-tr	1024	Uncharacterized protein
7668.SPU_009982-tr	LOC591353	545	Carbohydrate sulfotransferase
7668.SPU_009983-tr	SPU_009983-tr	1257	Uncharacterized protein
7668.SPU_009984-tr	SPU_009984-tr	103	Uncharacterized protein
7668.SPU_009985-tr	LOC583834	410	Uncharacterized protein; Belongs to the cyclin family
7668.SPU_009986-tr	SPU_009986-tr	668	Uncharacterized protein
7668.SPU_009987-tr	SPU_009987-tr	136	Uncharacterized protein
7668.SPU_009988-tr	SPU_009988-tr	864	Uncharacterized protein
7668.SPU_009989-tr	LOC583795	587	Uncharacterized protein
7668.SPU_009990-tr	SPU_009990-tr	498	Uncharacterized protein
7668.SPU_009991-tr	SPU_009991-tr	213	Uncharacterized protein
7668.SPU_009992-tr	LOC579489	153	Uncharacterized protein
7668.SPU_009993-tr	SPU_009993-tr	400	Uncharacterized protein; Belongs to the peptidase C19 family
7668.SPU_009994-tr	SPU_009994-tr	76	Uncharacterized protein
7668.SPU_009995-tr	LOC575448	214	Uncharacterized protein
7668.SPU_009996-tr	LOC575515	727	Uncharacterized protein; Belongs to the glycosyl hydrolase 31 family
7668.SPU_009997-tr	SPU_009997-tr	2033	Uncharacterized protein
7668.SPU_009998-tr	LOC585367	448	Uncharacterized protein; Belongs to the glutamine synthetase family
7668.SPU_009999-tr	SPU_009999-tr	602	Uncharacterized protein
7668.SPU_010000-tr	SPU_010000-tr	1920	Uncharacterized protein
7668.SPU_010001-tr	SPU_010001-tr	315	Uncharacterized protein
7668.SPU_010002-tr	SPU_010002-tr	619	Uncharacterized protein
7668.SPU_010003-tr	SPU_010003-tr	204	Uncharacterized protein
7668.SPU_010004-tr	SPU_010004-tr	1556	Uncharacterized protein
7668.SPU_010005-tr	SPU_010005-tr	441	Uncharacterized protein
7668.SPU_010006-tr	SPU_010006-tr	1170	Uncharacterized protein
7668.SPU_010007-tr	SPU_010007-tr	2672	Uncharacterized protein
7668.SPU_010008-tr	LOC580526	359	Uncharacterized protein
7668.SPU_010009-tr	SPU_010009-tr	424	Uncharacterized protein
7668.SPU_010010-tr	TPC2	706	Uncharacterized protein
7668.SPU_010011-tr	SPU_010011-tr	1273	Uncharacterized protein
7668.SPU_010012-tr	SPU_010012-tr	600	Uncharacterized protein
7668.SPU_010013-tr	LOC587044	394	Uncharacterized protein
7668.SPU_010014-tr	UBR2	684	Uncharacterized protein
7668.SPU_010015-tr	SPU_010015-tr	396	Uncharacterized protein
7668.SPU_010016-tr	SPU_010016-tr	952	Uncharacterized protein
7668.SPU_010017-tr	LOC755068	254	Uncharacterized protein
7668.SPU_010018-tr	SPU_010018-tr	820	Uncharacterized protein
7668.SPU_010019-tr	SPU_010019-tr	355	Uncharacterized protein
7668.SPU_010020-tr	LOC583541	618	Transposase; Uncharacterized protein 
7668.SPU_010021-tr	SPU_010021-tr	162	Uncharacterized protein
7668.SPU_010022-tr	LOC755356	559	Uncharacterized protein
7668.SPU_010023-tr	SPU_010023-tr	402	Uncharacterized protein; Belongs to the G-protein coupled receptor 2 family
7668.SPU_010024-tr	LOC582892	2115	Uncharacterized protein
7668.SPU_010025-tr	SPU_010025-tr	551	Uncharacterized protein
7668.SPU_010026-tr	LOC587421	191	Uncharacterized protein
7668.SPU_010027-tr	SPU_010027-tr	339	Uncharacterized protein
7668.SPU_010028-tr	SPU_010028-tr	89	Uncharacterized protein
7668.SPU_010029-tr	SPU_010029-tr	330	Uncharacterized protein
7668.SPU_010030-tr	SPU_010030-tr	700	Uncharacterized protein
7668.SPU_010031-tr	SPU_010031-tr	915	Uncharacterized protein
7668.SPU_010032-tr	SPU_010032-tr	313	Uncharacterized protein
7668.SPU_010033-tr	SPU_010033-tr	1423	Uncharacterized protein
7668.SPU_010034-tr	SPU_010034-tr	394	Uncharacterized protein
7668.SPU_010035-tr	LOC582477	145	Uncharacterized protein
7668.SPU_010036-tr	SPU_010036-tr	118	Uncharacterized protein
7668.SPU_010037-tr	SPU_010037-tr	67	Histone H2B 
7668.SPU_010038-tr	LOC582083	163	Uncharacterized protein
7668.SPU_010039-tr	SPU_010039-tr	568	Uncharacterized protein
7668.SPU_010040-tr	SPU_010040-tr	212	Uncharacterized protein
7668.SPU_010041-tr	SPU_010041-tr	186	Uncharacterized protein
7668.SPU_010042-tr	SPU_010042-tr	337	Uncharacterized protein; Belongs to the G-protein coupled receptor 2 family
7668.SPU_010043-tr	LOC752851	90	Uncharacterized protein
7668.SPU_010044-tr	SPU_010044-tr	708	Uncharacterized protein
7668.SPU_010045-tr	SPU_010045-tr	396	Uncharacterized protein; Belongs to the calycin superfamily. Lipocalin family
7668.SPU_010046-tr	SPU_010046-tr	291	Uncharacterized protein
7668.SPU_010047-tr	SPU_010047-tr	565	Uncharacterized protein
7668.SPU_010048-tr	SPU_010048-tr	314	Uncharacterized protein
7668.SPU_010049-tr	SPU_010049-tr	661	Uncharacterized protein
7668.SPU_010050-tr	SPU_010050-tr	290	Uncharacterized protein
7668.SPU_010051-tr	SPU_010051-tr	148	Uncharacterized protein
7668.SPU_010052-tr	SPU_010052-tr	608	Uncharacterized protein
7668.SPU_010053-tr	SPU_010053-tr	1295	Uncharacterized protein
7668.SPU_010054-tr	LOC580674	1963	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
7668.SPU_010055-tr	SPU_010055-tr	592	Uncharacterized protein
7668.SPU_010056-tr	LOC588527	346	Uncharacterized protein
7668.SPU_010057-tr	SPU_010057-tr	286	Uncharacterized protein
7668.SPU_010058-tr	SPU_010058-tr	942	Uncharacterized protein
7668.SPU_010059-tr	SPU_010059-tr	732	Uncharacterized protein
7668.SPU_010060-tr	SPU_010060-tr	121	Uncharacterized protein
7668.SPU_010061-tr	LOC582184	501	Uncharacterized protein
7668.SPU_010062-tr	LOC591945	677	Uncharacterized protein
7668.SPU_010063-tr	SPU_010063-tr	156	Uncharacterized protein
7668.SPU_010064-tr	SPU_010064-tr	265	Uncharacterized protein
7668.SPU_010065-tr	SPU_010065-tr	286	Uncharacterized protein
7668.SPU_010066-tr	SPU_010066-tr	272	Uncharacterized protein
7668.SPU_010067-tr	SPU_010067-tr	1058	Uncharacterized protein
7668.SPU_010068-tr	SPU_010068-tr	727	Uncharacterized protein
7668.SPU_010069-tr	SPU_010069-tr	116	Uncharacterized protein
7668.SPU_010070-tr	SPU_010070-tr	238	Uncharacterized protein
7668.SPU_010071-tr	LOC583597	144	Uncharacterized protein
7668.SPU_010072-tr	SPU_010072-tr	161	Uncharacterized protein; Belongs to the PI3/PI4-kinase family
7668.SPU_010073-tr	LOC763427	199	Uncharacterized protein
7668.SPU_010074-tr	SPU_010074-tr	1307	Uncharacterized protein
7668.SPU_010075-tr	LOC585822	1530	Uncharacterized protein
7668.SPU_010076-tr	LOC576469	223	Uncharacterized protein
7668.SPU_010078-tr	SPU_010078-tr	164	Uncharacterized protein
7668.SPU_010079-tr	SPU_010079-tr	711	Uncharacterized protein
7668.SPU_010080-tr	SPU_010080-tr	278	Uncharacterized protein
7668.SPU_010082-tr	SPU_010082-tr	71	Uncharacterized protein
7668.SPU_010083-tr	SPU_010083-tr	88	Uncharacterized protein
7668.SPU_010084-tr	SPU_010084-tr	196	Uncharacterized protein
7668.SPU_010085-tr	SPU_010085-tr	340	Uncharacterized protein
7668.SPU_010086-tr	SPU_010086-tr	712	Uncharacterized protein
7668.SPU_010087-tr	LOC756498	758	Uncharacterized protein
7668.SPU_010088-tr	SPU_010088-tr	468	Uncharacterized protein
7668.SPU_010089-tr	LOC588906	218	Uncharacterized protein
7668.SPU_010090-tr	LOC588850	126	Uncharacterized protein; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family
7668.SPU_010091-tr	SPU_010091-tr	773	Uncharacterized protein
7668.SPU_010092-tr	SPU_010092-tr	583	Uncharacterized protein
7668.SPU_010093-tr	SPU_010093-tr	534	Uncharacterized protein
7668.SPU_010094-tr	SPU_010094-tr	46	Uncharacterized protein
7668.SPU_010095-tr	LOC586785	1214	Uncharacterized protein
7668.SPU_010096-tr	SPU_010096-tr	211	Uncharacterized protein
7668.SPU_010097-tr	SPU_010097-tr	926	Uncharacterized protein
7668.SPU_010098-tr	SPU_010098-tr	283	Uncharacterized protein
7668.SPU_010099-tr	SPU_010099-tr	191	Uncharacterized protein
7668.SPU_010100-tr	SPU_010100-tr	158	Uncharacterized protein
7668.SPU_010101-tr	LOC575374	160	Uncharacterized protein
7668.SPU_010102-tr	SPU_010102-tr	1675	Uncharacterized protein
7668.SPU_010103-tr	LOC584283	495	Uncharacterized protein
7668.SPU_010104-tr	SPU_010104-tr	907	Uncharacterized protein
7668.SPU_010105-tr	SPU_010105-tr	235	Uncharacterized protein
7668.SPU_010106-tr	SPU_010106-tr	432	Uncharacterized protein
7668.SPU_010107-tr	SPU_010107-tr	265	Uncharacterized protein
7668.SPU_010108-tr	SPU_010108-tr	352	Uncharacterized protein
7668.SPU_010109-tr	SPU_010109-tr	353	Palmitoyltransferase; Belongs to the DHHC palmitoyltransferase family
7668.SPU_010110-tr	LOC757268	1322	Uncharacterized protein
7668.SPU_010111-tr	SPU_010111-tr	765	Uncharacterized protein
7668.SPU_010112-tr	SPU_010112-tr	848	Uncharacterized protein
7668.SPU_010113-tr	LOC578076	1221	Uncharacterized protein
7668.SPU_010114-tr	LOC577855	634	Uncharacterized protein
7668.SPU_010115-tr	SUMF1	417	Uncharacterized protein
7668.SPU_010116-tr	LOC577422	1843	Uncharacterized protein
7668.SPU_010117-tr	LOC577608	303	Uncharacterized protein
7668.SPU_010118-tr	LOC577728	328	Mitogen-activated protein kinase
7668.SPU_010119-tr	SPU_010119-tr	761	Uncharacterized protein
7668.SPU_010120-tr	LOC578000	404	Uncharacterized protein
7668.SPU_010121-tr	SPU_010121-tr	319	Uncharacterized protein
7668.SPU_010122-tr	SPU_010122-tr	410	Uncharacterized protein
7668.SPU_010123-tr	SPU_010123-tr	1085	Uncharacterized protein
7668.SPU_010124-tr	SPU_010124-tr	1167	Uncharacterized protein
7668.SPU_010125-tr	SPU_010125-tr	1934	Uncharacterized protein
7668.SPU_010126-tr	SPU_010126-tr	426	Uncharacterized protein
7668.SPU_010127-tr	LOC763793	792	Uncharacterized protein
7668.SPU_010128-tr	SPU_010128-tr	87	Uncharacterized protein
7668.SPU_010129-tr	SPU_010129-tr	278	Uncharacterized protein
7668.SPU_010130-tr	SPU_010130-tr	119	Uncharacterized protein
7668.SPU_010131-tr	wdr65	894	Uncharacterized protein
7668.SPU_010132-tr	SPU_010132-tr	86	Uncharacterized protein
7668.SPU_010133-tr	SPU_010133-tr	132	Uncharacterized protein
