NCBI scaffold number,mapped_start,mapped_stop
NW_022145596.1,28126206,28129105
NW_022145599.1,30063166,30063900
NW_022145613.1,20738876,20740412
NW_022145599.1,30133006,30152400
NW_022145599.1,30132541,30158429
NW_022145599.1,30135247,30137944
NW_022145534.1,102702,103456
NW_022145534.1,94948,100796
NW_022145534.1,94948,100796
NW_022145534.1,94948,100659
NW_022145534.1,94948,100659
NW_022145534.1,94948,100659
NW_022145534.1,94948,100659
NW_022145612.1,49581870,49583403
NW_022145598.1,36764468,36768232
NW_022145606.1,28398621,28400083
NW_022145599.1,5363147,5390712
NW_022145612.1,7053521,7056439
NW_022145605.1,25161136,25165481
NW_022145605.1,25247907,25249911
NW_022145605.1,25289795,25295235
NW_022145609.1,13991382,14004677
NW_022145609.1,14001966,14012096
NW_022145609.1,13450274,13465800
NW_022145609.1,13442217,13457352
NW_022145600.1,29222040,29226237
NW_022145602.1,8371471,8375379
NW_022145602.1,8383680,8407406
NW_022145602.1,8402839,8407390
NW_022145609.1,19362907,19370968
NW_022145609.1,19362907,19373523
NW_022145603.1,19722617,19724841
NW_022145596.1,20504334,20505952
NW_022145596.1,22731809,22733422
NW_022145596.1,22465047,22467304
NW_022145596.1,20234965,20237243
NW_022145596.1,20174327,20177939
NW_022145596.1,19989492,19991549
NW_022145597.1,8352899,8357178
NW_022145597.1,7559405,7561925
NW_022145611.1,6955946,6957235
NW_022145607.1,9665963,9669015
NW_022145606.1,26950308,26953956
NW_022145603.1,11625665,11629724
NW_022145607.1,43149081,43151351
NW_022145606.1,26961560,26965513
NW_022145606.1,26961572,26965988
NW_022145603.1,11637580,11642026
NW_022145603.1,21214701,21219855
NW_022145602.1,24105846,24110387
NW_022145601.1,21439285,21443569
NW_022145598.1,15622637,15627116
NW_022145562.1,840753,845036
NW_022145562.1,841082,844146
NW_022145613.1,13090084,13093138
NW_022145613.1,21741579,21743131
NW_022145606.1,26964438,26965513
NW_022145603.1,11640816,11642026
NW_022145603.1,21214701,21217022
NW_022145602.1,24105846,24108158
NW_022145601.1,21439285,21440836
NW_022145598.1,15622637,15624189
NW_022145562.1,841082,842308
NW_022145570.1,712395,717359
NW_022145599.1,31565697,31574036
NW_022145570.1,736635,744950
NW_022145603.1,32045169,32049788
NW_022145601.1,34164753,34166082
NW_022145600.1,88456,89304
NW_022145594.1,2969846,3054156
NW_022145611.1,1445447,1448620
NW_022145609.1,1380937,1387045
NW_022145609.1,1380937,1387045
NW_022145595.1,16088359,16089402
NW_022145607.1,10941269,10946514
NW_022145601.1,12545061,12545937
NW_022145601.1,12524009,12539661
NW_022145606.1,17472410,17484694
NW_022145606.1,17472194,17484694
NW_022145606.1,17471588,17484694
NW_022145595.1,6132552,6133931
NW_022145611.1,33885248,33890599
NW_022145611.1,33883548,33890599
NW_022145615.1,19577155,19578473
NW_022145599.1,18803726,18825835
NW_022145599.1,18791909,18835482
NW_022145601.1,3571515,3572397
NW_022145605.1,5919043,5919621
NW_022145601.1,3344133,3345285
NW_022145601.1,3342320,3343565
NW_022145601.1,3342320,3343544
NW_022145601.1,3342320,3343492
NW_022145601.1,3290562,3292638
NW_022145601.1,3282162,3284126
NW_022145601.1,3222410,3224806
NW_022145599.1,26655596,26679123
NW_022145543.1,1390622,1412727
NW_022145599.1,26655596,26679123
NW_022145543.1,1390622,1412727
NW_022145614.1,2350688,2358106
NW_022145604.1,20453716,20458510
NW_022145601.1,2725517,2732941
NW_022145599.1,24318046,24325481
NW_022145553.1,2983,7757
NW_022145543.1,1387115,1395239
NW_022145543.1,1390622,1394527
NW_022145530.1,676010,683357
NW_022145599.1,24343909,24348119
NW_022145543.1,1360662,1365543
NW_022145599.1,24351879,24352845
NW_022145543.1,1303346,1306118
NW_022145599.1,24414733,24420059
NW_022145543.1,1296596,1302144
NW_022145610.1,27283590,27287852
NW_022145610.1,27288245,27310750
NW_022145610.1,27283586,27308484
NW_022145610.1,27298720,27318694
NW_022145610.1,27311136,27332845
NW_022145605.1,2028896,2035139
NW_022145522.1,17138,23497
NW_022145552.1,2148275,2153182
NW_022145552.1,2148275,2153182
NW_022145609.1,18569534,18582514
NW_022145609.1,18568828,18569473
NW_022145606.1,24757375,24778245
NW_022145606.1,18437256,18499490
NW_022145614.1,12948904,12955110
NW_022145614.1,12948904,12955110
NW_022145614.1,12979301,13023942
NW_022145614.1,12979307,13038437
NW_022145614.1,12979313,13038437
NW_022145614.1,12979313,13038437
NW_022145614.1,13029059,13038437
NW_022145614.1,13069857,13074022
NW_022145614.1,14056208,14124238
NW_022145614.1,13437104,13453503
NW_022145614.1,14135299,14151667
NW_022145614.1,13437105,13453503
NW_022145614.1,14135300,14151667
NW_022145614.1,13443698,13453503
NW_022145614.1,14141912,14151667
NW_022145602.1,8230052,8231472
NW_022145594.1,32937921,32938894
NW_022145602.1,8287112,8291643
NW_022145597.1,6816446,6817894
NW_022145603.1,16122130,16130130
NW_022145615.1,10446989,10449610
NW_022145615.1,10495317,10504338
NW_022145615.1,10535797,10536940
NW_022145615.1,10535797,10536945
NW_022145615.1,10682516,10686653
NW_022145615.1,10755346,10756664
NW_022145615.1,10693489,10697038
NW_022145611.1,21365315,21367455
NW_022145611.1,21365298,21367455
NW_022145530.1,651431,652465
NW_022145530.1,653451,657623
NW_022145599.1,26647059,26650401
NW_022145599.1,26652713,26654836
NW_022145612.1,56405512,56409206
NW_022145596.1,482073,484642
NW_022145607.1,34803686,34811470
NW_022145607.1,34803775,34817690
NW_022145607.1,34940148,34946284
NW_022145607.1,35120539,35125316
NW_022145607.1,35120539,35125316
NW_022145607.1,35193210,35196210
NW_022145612.1,396344,400799
NW_022145606.1,23292627,23296921
NW_022145613.1,1490512,1537716
NW_022145613.1,1490564,1523451
NW_022145580.1,210140,252679
NW_022145580.1,224372,257386
NW_022145613.1,1490512,1508398
NW_022145580.1,239890,252679
NW_022145613.1,1490631,1493165
NW_022145580.1,254774,257319
NW_022145613.1,1440591,1443618
NW_022145613.1,1418966,1420935
NW_022145613.1,1418962,1420935
NW_022145610.1,27672470,27676803
NW_022145602.1,20805713,20809987
NW_022145606.1,49292646,49293721
NW_022145606.1,48493074,48495836
NW_022145612.1,50923484,50934704
NW_022145612.1,50923425,50934700
NW_022145612.1,50923425,50934700
NW_022145612.1,50804111,50806644
NW_022145612.1,50797815,50803969
NW_022145611.1,13101417,13105187
NW_022145611.1,13454232,13456496
NW_022145611.1,13454232,13456818
NW_022145611.1,13454232,13456818
NW_022145611.1,13470242,13472534
NW_022145604.1,11272012,11277347
NW_022145604.1,11212294,11216427
NW_022145604.1,11197982,11200258
NW_022145611.1,4349555,4351460
NW_022145611.1,4319769,4322181
NW_022145615.1,34217296,34220214
NW_022145615.1,34224939,34227569
NW_022145604.1,23063050,23066388
NW_022145607.1,28512402,28513722
NW_022145596.1,765717,778758
NW_022145596.1,765717,778758
NW_022145596.1,765717,783034
NW_022145596.1,765717,783034
NW_022145599.1,21658814,21660361
NW_022145602.1,9904241,9905980
NW_022145615.1,21817617,21818446
NW_022145606.1,44629507,44633708
NW_022145599.1,4027571,4029924
NW_022145604.1,15716893,15718360
NW_022145575.1,2412015,2413482
NW_022145520.1,354752,357171
NW_022145601.1,17321439,17323857
NW_022145520.1,330871,333284
NW_022145594.1,49253853,49258130
NW_022145594.1,49253853,49258130
NW_022145594.1,49406475,49407781
NW_022145541.1,510617,512551
NW_022145604.1,30455548,30457567
NW_022145541.1,636731,638747
NW_022145604.1,30417260,30429205
NW_022145541.1,665347,681190
NW_022145604.1,30463256,30500926
NW_022145604.1,30467559,30495257
NW_022145541.1,597435,631345
NW_022145541.1,591993,628648
NW_022145604.1,30479672,30500926
NW_022145604.1,30480620,30495257
NW_022145541.1,597435,613174
NW_022145604.1,30501333,30503717
NW_022145541.1,589582,591980
NW_022145604.1,30542108,30543006
NW_022145541.1,572314,573217
NW_022145612.1,50345781,50349212
NW_022145597.1,23397674,23402161
NW_022145611.1,5512970,5520629
NW_022145597.1,14646546,14647874
NW_022145603.1,23839167,23840452
NW_022145597.1,32460346,32467153
NW_022145597.1,32460346,32464397
NW_022145594.1,18919301,18923113
NW_022145597.1,264249,296498
NW_022145596.1,11566276,11566975
NW_022145597.1,270258,272602
NW_022145597.1,264249,266758
NW_022145612.1,9629883,9756947
NW_022145612.1,9690734,9756947
NW_022145612.1,9751780,9756983
NW_022145604.1,13837118,13842155
NW_022145555.1,52953,56824
NW_022145555.1,49558,54276
NW_022145611.1,4164225,4166086
NW_022145601.1,7956441,7964503
NW_022145527.1,719866,727818
NW_022145604.1,986385,992072
NW_022145604.1,1574996,1580667
NW_022145604.1,1531541,1533780
NW_022145604.1,941771,944723
NW_022145594.1,1471928,1473837
NW_022145604.1,13181300,13184859
NW_022145599.1,34369893,34372120
NW_022145570.1,3261234,3264073
NW_022145599.1,34380927,34384385
NW_022145570.1,3276950,3280434
NW_022145599.1,34476939,34477757
NW_022145570.1,3391030,3464932
NW_022145570.1,3410039,3454641
NW_022145599.1,34655171,34656670
NW_022145570.1,3523886,3525357
NW_022145599.1,34659915,34666712
NW_022145570.1,3527120,3533865
NW_022145570.1,3525106,3530546
NW_022145599.1,34659915,34666712
NW_022145570.1,3527120,3533865
NW_022145570.1,3525106,3536291
NW_022145599.1,34659915,34666712
NW_022145570.1,3527120,3533865
NW_022145570.1,3525106,3536291
NW_022145599.1,34169365,34178492
NW_022145601.1,2956385,3003968
NW_022145601.1,2956388,3004591
NW_022145601.1,2956388,3009359
NW_022145526.1,23501,86096
NW_022145526.1,23501,86096
NW_022145526.1,23501,86096
NW_022145594.1,40699834,40711817
NW_022145377.1,32272,41078
NW_022145594.1,40701686,40709482
NW_022145594.1,40709563,40711817
NW_022145615.1,25792372,25795071
NW_022145615.1,25792125,25795037
NW_022145594.1,41277818,41278567
NW_022145596.1,29781126,29784736
NW_022145596.1,29824373,29826491
NW_022145596.1,29824783,29826491
NW_022145612.1,36974612,36978391
NW_022145601.1,2798670,2804833
NW_022145597.1,17772482,17775545
NW_022145594.1,26381303,26390507
NW_022145606.1,13368570,13378031
NW_022145605.1,38549962,38557211
NW_022145526.1,415426,427056
NW_022145606.1,24750778,24753714
NW_022145609.1,14153106,14157333
NW_022145609.1,13297311,13301526
NW_022145609.1,14616718,14618203
NW_022145609.1,14797143,14804926
NW_022145609.1,14797143,14805040
NW_022145609.1,14797143,14805040
NW_022145609.1,14806012,14810910
NW_022145594.1,3631206,3634179
NW_022145598.1,14140262,14192698
NW_022145598.1,14143301,14192532
NW_022145598.1,14131781,14192698
NW_022145598.1,14143301,14192532
NW_022145607.1,31803699,31832705
NW_022145607.1,31803699,31832705
NW_022145610.1,34828351,34833258
NW_022145604.1,1252532,1256641
NW_022145599.1,36204223,36208038
NW_022145610.1,34828351,34833258
NW_022145604.1,1252532,1256641
NW_022145599.1,36204223,36208038
NW_022145598.1,15964103,15965258
NW_022145598.1,15897324,15900460
NW_022145601.1,16153590,16154278
NW_022145601.1,16206088,16209274
NW_022145613.1,14840559,14842638
NW_022145613.1,14840559,14842638
NW_022145605.1,19320833,19327851
NW_022145614.1,28597730,28606670
NW_022145614.1,28597730,28606670
NW_022145614.1,29014816,29016994
NW_022145614.1,28742699,28745311
NW_022145614.1,28742699,28745317
NW_022145576.1,2051508,2136004
NW_022145576.1,2055185,2136004
NW_022145576.1,2127017,2129891
NW_022145594.1,24036052,24038346
NW_022145594.1,24064093,24066688
NW_022145598.1,34386752,34388304
NW_022145598.1,34386362,34388304
NW_022145598.1,34376574,34380473
NW_022145598.1,34363405,34372272
NW_022145598.1,34363405,34372272
NW_022145598.1,34355276,34363331
NW_022145598.1,34340877,34345610
NW_022145598.1,33383688,33384977
NW_022145597.1,19175264,19179549
NW_022145597.1,19172268,19174615
NW_022145597.1,19165891,19166752
NW_022145600.1,2738795,2768149
NW_022145600.1,2752542,2772032
NW_022145554.1,1671538,1701139
NW_022145597.1,13996074,14000228
NW_022145597.1,13986355,13990345
NW_022145607.1,4132286,4133906
NW_022145602.1,5509040,5739987
NW_022145602.1,5591850,5741301
NW_022145604.1,25209577,25210689
NW_022145604.1,25221361,25223977
NW_022145602.1,27919740,27926947
NW_022145614.1,29885127,29885975
NW_022145604.1,20567529,20574099
NW_022145604.1,20733366,20734624
NW_022145604.1,20758694,20764255
NW_022145604.1,20845072,20849662
NW_022145604.1,20845072,20852478
NW_022145614.1,14847199,14864499
NW_022145599.1,7168419,7207687
NW_022145605.1,34946405,34949081
NW_022145604.1,4181216,4185365
NW_022145612.1,33103151,33106116
NW_022145601.1,6085439,6110677
NW_022145595.1,29890311,29909305
NW_022145595.1,29890311,29909305
NW_022145613.1,32101155,32103253
NW_022145613.1,32099412,32101154
NW_022145613.1,32045687,32060753
NW_022145610.1,16587033,16589107
NW_022145539.1,61315,63384
NW_022145602.1,27025610,27029248
NW_022145602.1,26930390,27013500
NW_022145595.1,9499497,9502729
NW_022145595.1,10638101,10641102
NW_022145595.1,9302087,9305997
NW_022145595.1,9165554,9167752
NW_022145595.1,8999096,9013628
NW_022145595.1,8999096,9013628
NW_022145595.1,9004154,9006533
NW_022145595.1,9003331,9005959
NW_022145595.1,8988150,8991330
NW_022145595.1,8982587,8988063
NW_022145595.1,8981166,8982462
NW_022145595.1,8980841,8982462
NW_022145595.1,8980841,8982462
NW_022145599.1,27385324,27388901
NW_022145599.1,27390806,27395204
NW_022145599.1,27398401,27453105
NW_022145599.1,27412931,27453105
NW_022145599.1,33353174,33365795
NW_022145599.1,27776050,27793479
NW_022145599.1,27776050,27793479
NW_022145606.1,23978034,23998853
NW_022145611.1,29639934,29641322
NW_022145597.1,21058684,21059283
NW_022145597.1,21068837,21070996
NW_022145597.1,19155826,19157991
NW_022145611.1,9673109,9675564
NW_022145611.1,9673395,9675564
NW_022145594.1,22817948,22819850
NW_022145576.1,75450,76585
NW_022145615.1,9525361,9575664
NW_022145615.1,9537822,9541023
NW_022145615.1,9529084,9531736
NW_022145603.1,23445482,23449023
NW_022145603.1,23389797,23392138
NW_022145603.1,23388258,23392138
NW_022145603.1,23388258,23392138
NW_022145603.1,23388258,23392138
NW_022145603.1,23343344,23351704
NW_022145603.1,23337110,23351436
NW_022145603.1,23337110,23351410
NW_022145603.1,23309553,23313759
NW_022145599.1,10206177,10209277
NW_022145598.1,14647137,14660307
NW_022145598.1,14676737,14686987
NW_022145604.1,18916619,18925838
NW_022145604.1,18916628,18925838
NW_022145600.1,1609026,1614154
NW_022145601.1,15493178,15504322
NW_022145600.1,9993318,9997924
NW_022145600.1,9841752,9848595
NW_022145600.1,9779660,9853734
NW_022145600.1,9779590,9854032
NW_022145600.1,9779660,9853734
NW_022145600.1,9779590,9854032
NW_022145600.1,9779660,9853734
NW_022145600.1,9779590,9854032
NW_022145600.1,9779660,9853734
NW_022145600.1,9779590,9854032
NW_022145600.1,9825319,9826222
NW_022145600.1,9799224,9802333
NW_022145600.1,9714159,9716880
NW_022145598.1,32379250,32383324
NW_022145598.1,31620466,31624599
NW_022145612.1,17088049,17121677
NW_022145612.1,17081113,17085989
NW_022145606.1,24495629,24496647
NW_022145596.1,14193540,14199099
NW_022145596.1,14148987,14152209
NW_022145543.1,633102,634167
NW_022145599.1,19271861,19273082
NW_022145599.1,19274794,19276875
NW_022145552.1,2161899,2169390
NW_022145599.1,19463390,19464213
NW_022145552.1,2145234,2146075
NW_022145599.1,19479030,19483410
NW_022145552.1,2128695,2132186
NW_022145599.1,19483576,19487455
NW_022145552.1,2124790,2128529
NW_022145599.1,19483576,19487707
NW_022145552.1,2124790,2128529
NW_022145599.1,19671343,19674327
NW_022145552.1,1928713,1931529
NW_022145599.1,19697049,19702305
NW_022145552.1,1902099,1907360
NW_022145552.1,1865554,1867087
NW_022145602.1,16420379,16421466
NW_022145596.1,27602533,27608196
NW_022145596.1,27602533,27614673
NW_022145596.1,27602533,27614691
NW_022145596.1,27602533,27619069
NW_022145596.1,27621696,27624193
NW_022145612.1,50648436,50651865
NW_022145598.1,3120488,3123852
NW_022145598.1,3120451,3123852
NW_022145598.1,3436598,3454381
NW_022145598.1,3428553,3431799
NW_022145598.1,3428553,3431799
NW_022145603.1,5918979,5922400
NW_022145603.1,5918979,5922400
NW_022145603.1,5925598,5927371
NW_022145603.1,5925598,5927371
NW_022145606.1,33281458,33290931
NW_022145606.1,33281458,33291686
NW_022145598.1,1911109,1913624
NW_022145598.1,1911109,1913624
NW_022145601.1,20601398,20604588
NW_022145601.1,20575492,20577306
NW_022145602.1,26230699,26240058
NW_022145602.1,26248473,26249973
NW_022145602.1,26248525,26249973
NW_022145602.1,26297625,26301767
NW_022145610.1,33788132,33799444
NW_022145613.1,17152692,17159260
NW_022145610.1,34159965,34163649
NW_022145596.1,25062875,25067020
NW_022145611.1,41265327,41266108
NW_022145609.1,10410173,10412671
NW_022145609.1,10410611,10412265
NW_022145605.1,14968272,14974768
NW_022145604.1,33473412,33492044
NW_022145604.1,32588401,32590663
NW_022145599.1,2522475,2526254
NW_022145599.1,2765376,2861601
NW_022145599.1,2796835,2797383
NW_022145599.1,2901558,2904276
NW_022145599.1,2901560,2904843
NW_022145599.1,2903435,2904843
NW_022145602.1,6543904,6546087
NW_022145595.1,8866513,8867739
NW_022145611.1,23801026,23802569
NW_022145610.1,25739757,25741303
NW_022145603.1,25862923,25864469
NW_022145594.1,53070834,53072380
NW_022145457.1,13527,15073
NW_022145610.1,5782409,5787224
NW_022145603.1,20133655,20139139
NW_022145603.1,20130531,20139139
NW_022145594.1,7014826,7015610
NW_022145594.1,15373693,15381441
NW_022145594.1,15373693,15381441
NW_022145601.1,32539750,32542860
NW_022145611.1,5946452,5948676
NW_022145615.1,19559430,19562255
